initials,todays_date,mouse_id,sex,strain,genotype,bd,sac_date,disposition_notes,treatment,date_of_first_treatment,treatment_duration,injection_date,virus_1,virus_2,virus_3,evidence_of_tumor,date_tumor_reported,dox_tx,tissue_collected,zinc_fixed,formalin_fixed,parafin_block_number_s,slide_number_s,h_e,gross_visualization_of_lung_nodules,age_at_sac,drug_treatment,reason_for_sac,start_of_treatment,treatment_length,rcas_injection,injection_route,age_at_tumor_onset,todays_date_original,sac_date_original,injection_date_original,date_tumor_reported_original
MF,2022-04-25,28232-01,F,DCT-TVA::Ptenf/f;Brafca/ca,TVA+/+;Ptenf/f;BrafCa/Ca,2021-10-16,2022-04-19,Sacked for End Date; Healthy brain; blood in thoracic cavity; small blood clots; lung nodules,,,,2021-10-18,RCAS Cre GP 10/18/21,,,No,,,"Brain, Liver, Lungs",No,"Brain, Liver, Lungs",,,Yes,No,,,,,,,,,44676,44670,44487,
MF,2022-04-25,28236-01,M,DCT-TVA::Ptenf/f;Brafca/ca,TVA+/+;Ptenf/f;BrafCa/Ca,,2022-04-19,Sacked for End Date; lots of large blood clots; very jumpy during euthanisation,,,,2021-10-18,RCAS Cre GP 10/18/21,,,No,,,"Brain, Liver, Lungs",No,"Brain, Liver, Lungs",,,Yes,No,,,,,,,,,44676,44670,44487,
AT,2022-04-25,46 Brown,M,GFP,GFP,,2022-04-13,Sacked for tumor size; Lungs and liver healthy; Brain smooth and soft; Semi-large tumor soft and blood filled,GDC0068 40mg/kg + GSK0394 100mg/kg,2022-03-18,26,2022-03-07,Y 3.2 PTEN null EGFP luciferase,,,Yes,2022-03-18,,"Brain, Liver, Lungs, Tumor",No,"Brain, Liver, Lungs, Tumor",,,Yes,No,,,,,,,,,44676,44664,44627,44638
AT,2022-04-25,46 Green,M,GFP,GFP,,2022-04-13,Sacked for tumor size; Healthy lungs and liver and brain; Had red pockets of blood all around internal organs; Tumor large and blood filled,GDC0068 40mg/kg + GSK0394 100mg/kg,2022-03-18,26,2022-03-07,Y 3.2 PTEN null EGFP luciferase,,,Yes,2022-03-18,,"Brain, Liver, Lungs, Tumor",No,"Brain, Liver, Lungs, Tumor",,,Yes,No,,,,,,,,,44676,44664,44627,44638
AT,2022-04-25,46 Pink,M,GFP,GFP,,2022-04-13,Sacked for tumor size; Liver and lungs healthy; Mushy brain; Large blood filled tumor; Yellow nodules throughout,GDC0068 40mg/kg + GSK0394 100mg/kg,2022-03-18,26,2022-03-07,Y 3.2 PTEN null EGFP luciferase,,,Yes,2022-03-18,,"Brain, Liver, Lungs, Tumor",No,"Brain, Liver, Lungs, Tumor",,,Yes,No,,,,,,,,,44676,44664,44627,44638
AT,2022-04-25,46 Yellow,M,GFP,GFP,,2022-04-13,Sacked for tumor size; Liver hard to detect; Brain and lungs mushy; Tumor large and blood filled; Found dead after morning health check,GDC0068 40mg/kg + GSK0394 100mg/kg,2022-03-22,22,2022-03-07,Y 3.2 PTEN null EGFP luciferase,,,Yes,2022-03-22,,"Brain, Liver, Lungs, Tumor",No,"Brain, Liver, Lungs, Tumor",,,Yes,No,,,,,,,,,44676,44664,44627,44642
JP,2022-04-12,27986-00,M,DCT-TVA::Brafca/ca;Tyr/Tyr,DCT-TVA::Brafca/ca;Tyr/Tyr,2021-09-12,2022-04-12,"sac'd for end date, healthy mouse, normal weight, blood-filled skull, healthy liver, healthy lungs, healthy brain, inflated chest cavity, abnormal tissue found around diaphragm",,,,2021-09-15,RCAS myr-HA-AKT1 + RCAS Cre (9/15/21 DA/TT),,,N,,,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,212,,,,,,,,44663,44663,44454,
RE,2022-04-05,29387-00,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-02-09,2022-04-05,"head bulge, hunched back, ruffled fur. Upon necropsy, likely from hydrocephalus. Brain was like a deflated balloon, and fluid flowed from the skull upon dissection. Will submit to histology for confirmation",,,,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1 (RE),,,Y,2022-03-29,,Brain,No,Brain,,,,,55,,,,,,,,44656,44656,44602,44649
JP,2022-04-05,29499,M,N-TVA::Ptenf/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2022-02-15,2022-04-05,"sac'd for not moving/lethargic, nothing abnormal in necropsy, normal sized brain, normal consistency, jumpy when sac'd, lots of blood in skull",,,,2022-02-16,RCAS Cre + RCAS proHBEGF (02/16/22 KC & JP),,,Y,2022-03-29,,Brain,No,Brain,,,,,49,,,,,,,,44656,44656,44608,44649
JP,2022-04-05,29582,M,N-TVA::Ptenf/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2022-02-22,2022-04-05,"squinted eye, nothing abnormal with necropsy, squishy/fragile brain",,,,2022-02-24,RCAS Cre + RCAS pro HBEGF (2/24/22 KC/JP),,,Y,2022-03-29,,Brain,No,Brain,,,,,42,,,,,,,,44656,44656,44616,44649
JP,2022-04-05,Cage 1693 Blue,M,GFP,GFP,2022-01-12,2022-04-05,"large blood-filled tumor; swollen skull; healthy lungs and liver, brain",,,,2022-02-23,,,,Y,2022-03-18,Yes,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,83,Vehicle,,,,,,,44656,44656,44615,44638
RF,2022-04-05,Cage 1693 Pink,M,GFP,GFP,2022-01-12,2022-04-05,"hollow, blood-filled tumor; Healthy brain and lungs",,,,2022-02-23,,,,Y,2022-03-18,44638,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,83,Vehicle,,,,,,,44656,44656,44615,44638
RF,2022-04-05,Cage 47 Pink,M,GFP,GFP,2022-01-12,2022-04-05,"semi-solid tumor compared to other GFP mice; Healthy lungs and brain; small, hunched back",,,,2022-02-23,,,,Y,2022-03-18,Yes,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,83,GDC0068 40mg/kg + GSK0394 100mg/kg,,,,,,,44656,44656,44615,44638
RF,2022-04-05,Cage 49 Blue,M,GFP,GFP,2022-01-12,2022-04-05,Large blood-filled tumor.; Healthy lungs and brain; Hindered mobility in right rear leg,,,,2022-02-23,,,,Y,2022-03-18,,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,83,,,,,,,,44656,44656,44615,44638
RF,2022-04-04,Cage 45 Yellow,F,GFP,GFP,2022-02-22,2022-04-09,"Sac'd because moving slowly, hunched, eyes squinted, and barely moving",,,,2022-02-23,,,,Y,2022-03-29,yes,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,46,?,,,,,,,44655,44660,44615,44649
RF,2022-04-04,Cage 45 Yellow,F,GFP,GFP,2022-02-22,2022-04-09,"Sac'd because moving slowly, hunched, eyes squinted, and barely moving",,,,2022-02-23,,,,Y,2022-03-29,yes,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,46,?,,,,,,,44655,44660,44615,44649
JP,2022-04-04,28950-00,M,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-24,2022-04-04,"big mouse overall, giant liver, giant spleen, big/ulcerated tumor on sinistral part of thorax, shed significant quanitity of blood, abnormal lymph nodes",,,,2022-02-10,,,,Y,2022-03-29,,"Brain, lungs, liver, spleen",No,"Brain, lungs, liver, spleen",,,,,101,,,,,,,,44655,44655,44602,44649
RE,2022-04-04,29409-10,M,N-TVA::Cas9f/f;Inkf/f,N-TVA::Cas9f/f;Inkf/f,2022-02-10,2022-04-04,"ruffled fur noticed 3/29/22, but no indication of a glioma. Found nearly dead, hunched back, sunken eyes 4/4/22. Rest of litter mates were found dead.",,,,2022-02-10,RCAS Cre-U6sgRNA-ex2-NF1 (RE),,,Y,2022-03-29,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,,53,,,,,,,,44655,44655,44602,44649
JP,2022-04-04,29575-10,F,N-TVA::Ptenf/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2022-02-22,2022-03-24,"thin skull, swollen, pale, and soft brain",,,,2022-02-10,RCAS Cre + RCAS pro HBEGF (2/24/22 KC/JP),,,N,2022-03-29,,Brain,No,Brain,,,,,30,,,,,,,,44655,44644,44602,44649
RF,2022-04-04,Cage 45 Yellow,M,GFP,GFP,2022-01-12,2022-04-04,"Sac'd because of ulcerated tumor on R Flank, actively bleeding. Did not resist oral gavaging. Barely moving. Appeared sick and nearly dead.; Extremely smooth brain.; Enlarged stomach and spleen",,,,2022-02-23,,,,Y,2022-03-29,yes,"Brain, lungs, liver, T1",No,"Brain, lungs, liver, T1",,,,,82,Vehicle,,,,,,,44655,44655,44615,44649
RF,2022-03-23,28896-00,M,DCT-TVA::Ptenf/f;Brafca/ca,DCT-TVA::Ptenf/f;Brafca/ca,2021-12-20,2022-03-23,"Large wart/nodule on top of head. Does not appear to be a tumor; TVA-; Mouse appeared mostly healthy; Nodule on head was crusty, barely connected to skin",,,,2021-12-23,RCAS myr-HA-AKT1 + RCAS Cre (12/23/21 GP),,,"Nodule visible, does not look like a tumor",,,"Brain, Lungs, Liver, nodule",No,"Brain, Lungs, Liver, nodule",,,,No,93,,,,,,,,44643,44643,44553,
RF,2022-03-23,29054-00,F,All Alleles + Cas9f/f,All Alleles + Cas9f/f,2022-01-09,2022-03-23,Head tumor; Tumors found outside of skull and a second tumor was found attached to the skull.,,,,2022-01-13,RCAS Cre-U6sgRNA-ex2-NF1 (1/13/22 RE),,,"Yes, tumor present on top of skull",2022-03-08,,"Brain, Lungs, Liver, T1,T2",No,"Brain, Lungs, Liver, T1,T2",,,,N,73,,,,,,,,44643,44643,44574,44628
RE,2022-03-15,29161-00,F,N-TVA::Cas9f/f,N-TVA::Cas9f/f,2022-01-18,2022-03-15,"Head twitching back and forth; Very hunched posture; Slow moving; Lost weight, extreme hunchback, head twitching, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found",,,,2022-01-20,RCAS Cre + RCAS proHBEGF (1/20/21 RE),,,,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,56,,,,,,,,44635,44635,44581,
RE,2022-03-15,29162-01,F,N-TVA::Cas9f/f,N-TVA::Cas9f/f,2022-01-18,2022-03-15,"lethargic, slow movement; squinted eye; hunched back; Lost weight, mild hunchback, slow moving. Soft skull and brain. No obs. Tumor, no other CNS tumor found. Enlarged optic nerve",,,,2022-01-20,RCAS Cre + RCAS proHBEGF (1/20/21 RE),,,,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,56,,,,,,,,44635,44635,44581,
KC,2022-03-07,28526-01,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-11-11,2022-03-07,"No visible head tumor, bulging eyeball; Hunched posture; Swollen brain, blood in the skull prior to skull incision, large tumor under brain attached to optic nerve",,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,"Glioma, tumor was so large that there was a change of shape to the skull, tumor was attached to the optic nerve",,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,116,,,,,,,,44627,44627,44489,
KC,2022-03-07,29055-01,F,All Alleles + Cas9f/f,All Alleles + Cas9f/f,2022-01-09,2022-03-07,"Head tumor, was not walking normally; Tumor outside of skull, animal was not walking normally",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (1/13/22 RE),,,"Yes, but tumor was not very large",,,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,Yes,57,,,,,,,,44627,44627,44483,
RF,2022-03-03,28892-01,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-19,2022-03-03,"TVA-; Enddate; Mouse looked healthy, mobile.; Lungs, heart, liver, brain, all looked healthy.",,,,2022-12-19,RCAS myr-HA-AKT1 + RCAS Cre (12/19/21 GP),,,None,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,74,,,,,,,,44623,44623,44914,
KC,2022-02-28,28528-10,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-11-11,2022-03-23,"Sqiunted eyes; Lack of mobility; general malaise; Swollen brain, watery and soft. Lungs and liver looked healthy.; No primary tumor visible",,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,"Potentially. Nothing visible, but symptoms consistent with glioma",,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,132,,,,,,,,44620,44643,44489,
KC,2022-02-28,28529-11,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-11-11,2022-02-28,"Visible head tumor; Back leg paralysis; Swollen brain, blood in the skull prior to skull incision",,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,"Glioma, tumor was so large that there was a change of shape to the skull, and paralysis present",,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,109,,,,,,,,44620,44620,44489,
RF,2022-02-24,29013-10,F,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2022-01-08,2022-02-24,"no primary visible; sac'd due to size and lethargy; No primary tumor was visible, Upon necropsy, large tumors were found in the chest cavity. Large nodules were present on the lungs as well.",,,,,"RCAS myr-HA-AKT1 + RCAS Cre (1/11/22, 1/12/22 GP)",,,"No evidence of primary, large tumor found in chest cavity, second tumor found on ribcage.",,,"Brain, Liver, lungs, T1, T2",No,"Brain, Liver, lungs, T1, T2",,,,Yes,47,,,,,,,,44616,44616,"1/11/22, 1/12/22",
RF,2022-02-24,29016-01,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2022-01-08,2022-02-24,"no primary visible; TVA-; sac'd because all other mice in cohort were sac'd; No primary tumor was visible, Upon necropsy, large tumors were found in the chest cavity. Large nodules were present on the lungs as well. TVA- mouse. TVA status will be re-genotyped.",,,,,"RCAS myr-HA-AKT1 + RCAS Cre (1/11/22, 1/12/22 GP)",,,"No evidence of primary, multiple large tumors found in chest cavity",,,"Brain, Liver, lungs, T1, T2",No,"Brain, Liver, lungs, T1, T2",,,,Yes,47,,,,,,,,44616,44616,"1/11/22, 1/12/22",
RF,2022-02-24,29018-11,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2022-01-08,2022-02-24,"large tumor present on back of neck, buttock; still mobile, but many mice in this strain dropped dead suddenly of tumors in chest; Two primary tumors were visible on back of neck and behind right hind leg. Upon necropsying, two more tumors were found in the chest cavity. Lungs were very small, perhaps engulfed by one of the large chest tumors.",,,,,"RCAS myr-HA-AKT1 + RCAS Cre (1/11/22, 1/12/22 GP)",,,"Large tumors present on back of neck, right hind leg",,,"Brain, Liver, lungs, T1, T2, T3, T4",No,"Brain, Liver, lungs, T1, T2, T3, T4",,,,Yes,47,,,,,,,,44616,44616,"1/11/22, 1/12/22",
RF,2022-02-15,28530-00,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2021-11-11,2022-02-15,"No visible tumor; Back leg paralysis; Swollen brain, blood in the skull prior to skull incision",,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,"Glioma, no tumor visible but paralysis present",,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,96,,,,,,,,44607,44607,44489,
RF,2022-02-15,28531-01,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2021-11-11,2022-02-15,"No visible tumor; Back leg paralysis; Stopped grooming, looked unwell; Swollen brain, blood in the skull prior to skull incision; Brain was incredibly soft, difficult to remove; anatomy looked otherwise healthy",,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,"Glioma, no tumor visible but paralysis present",,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,96,,,,,,,,44607,44607,44489,
KC,2022-02-14,29057-01,M,All Alleles + Cas9f/f,All Alleles + Cas9f/f,2022-01-09,2022-02-14,"Major head tilt, could barely walk, very skinny; intracranial tumor, under right hemisphere, sacked for lethargy, head tilt, and weight loss, large lung nodule noticed, skull was frail and tumor was not hard so it was removed in small pieces",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (1/13/22 RE),,,"N, but tumor was found upon necropsy",,,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,Yes,36,,,,,,,,44606,44606,44483,
RF,2022-02-10,28893-03,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-19,2022-02-10,"primary tumor, sickly; B, L, L looked normal.; No growths in chest cavity; T collected",,,,2022-12-19,RCAS myr-HA-AKT1 + RCAS Cre (12/19/21 GP),,,Yes,,,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,No,53,,,,,,,,44602,44602,44914,
RF,2022-02-10,28891-00,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-19,2022-02-10,"Heavy breathing, sickly, primary tumor; B, L, L looked normal.; Large growths found in chest cavity, explaining the difficulty breathing; T collected",,,,2022-12-19,RCAS myr-HA-AKT1 + RCAS Cre (12/19/21 GP),,,Yes,,,"Brain, Lungs, Liver, T1, T2",No,"Brain, Lungs, Liver, T1, T2",,,,No,53,,,,,,,,44602,44602,44914,
RF,2022-02-10,28915-00,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-22,2022-02-10,"Several tumors around head/neck; weak, lethargic; Sac'd 2/10/22. Several large tumor present around the head and neck.; Brain was enlarged and swelling against the skull.; Lungs appeared healthy",,,,2021-12-23,RCAS myr-HA-AKT1 + RCAS Cre (12/23/21 GP),,,"Yes, tumors found around neck",2022-01-31,No,"Brain, Lungs, Liver, T1, T2",No,"Brain, Lungs, Liver, T1, T2",,,,No,50,,,,,,,,44602,44602,44553,44592
RF,2022-02-10,28916-01,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-22,2022-02-10,"TVA-, sac'd because other mice in cage were all found dead, no tumors expected; TVA-; No primary tumor visible; Multiple large growths found in chest cavity",,,,2021-12-23,RCAS myr-HA-AKT1 + RCAS Cre (12/23/21 GP),,,No primary tumor found. Many tumors/growths found in chest cavity,2022-01-31,No,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,No,50,,,,,,,,44602,44602,44553,44592
KC,2022-01-30,28200-00,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,2021-10-12,2022-01-30,"Lethargic, red discharge around eye; intracranial tumor, under left hemisphere, appears to be an optic tumor, sacked for lethargy and red discharge around eye, tumor was attached to skull, all other organs appeared normal",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (RH 10/14/21),,,Y,1/20/22 lethargic and red discharge around eye,,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,,110,,,,,,,,44591,44591,44483,1/20/22 lethargic and red discharge around eye
RF,2022-01-24,28833-10,F,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-13,2022-01-24,"Sac'd due to end date; Nothing abnormal in necropsy, mouse was TVA-, so nothing was expected.; Good mobility, good general health.",,,,2021-12-14,RCAS myr-HA-AKT1 + RCAS Cre (12/14/21 GP),,,No,,,"Brain, Lungs",No,"Brain, Lungs",,,,No,42,,,,,,,,44585,44585,44544,
RF,2022-01-24,28834-10,F,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-13,2022-01-24,"Sac'd due to end date; Nothing abnormal in necropsy, mouse was TVA-, so nothing was expected.; Good mobility, good general health.",,,,2021-12-14,RCAS myr-HA-AKT1 + RCAS Cre (12/14/21 GP),,,No,,,"Brain, Lungs",No,"Brain, Lungs",,,,No,42,,,,,,,,44585,44585,44544,
RF,2022-01-24,28835-00,M,All Alleles,DCT-TVA::Ptenf/f;Inkf/f;Brafca/ca,2021-12-13,2022-01-24,"Sac'd due to end date; Nothing abnormal in necropsy, mouse was TVA-, so nothing was expected.; Good mobility, good general health.",,,,2021-12-14,RCAS myr-HA-AKT1 + RCAS Cre (12/14/21 GP),,,No,,,"Brain, Lungs",No,"Brain, Lungs",,,,No,42,,,,,,,,44585,44585,44544,
KC,2022-01-20,28527-03,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-11-11,2022-01-20,"Large head tumor, could barely open eyes; Weight loss; Large head tumor, skull was friable but there was no evidence of invasion into the brain from the head tumor; All other organs appeared normal",,,,2021-10-20,RCAS Cre-U6sgRNA-ex2-NF1 (11/13/21 RH),,,Yes,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,70,,,,,,,,44581,44581,44489,
JP,2022-01-13,28532-03,M,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2021-11-11,2022-01-13,No visible tumor; No tumor was noted,,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,Glioma,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,63,,,,,,,,44574,44574,44489,
KC,2022-01-07,28278-00,M,N-TVA::Ptenf/f;Inkf/f,N-TVA::Ptenf/f;Inkf/f,2021-10-19,2021-12-15,"No tumor; Wobbly and unstable; No tumor was noted, mouse appeared wobbly and unstable, malocclusion noticed upon necropsy, mouse was very skinny",,,,2021-10-20,RCAS Cre + RCAS proHBEGF (10/20/21 RE),,,No,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,No,57,,,,,,,,44568,44545,44489,
KC,2022-01-05,27106-00,F,DCT-TVA::Brafca/ca;Tyr/Tyr,DCT-TVA::Brafca/ca;Tyr/Tyr,2021-05-22,2022-01-05,"End date; Sacked b/c end date, no tumor noted, brain appeared normal",,,,2021-05-22,RCAS myr-HA-AKT1 + RCAS Cre (CS/TT 5/22/21),,,No,,,"brain, lung, liver",No,"Brain, lung, liver",,,,No,228,,,,,,,,44566,44566,44338,
KC,2022-01-05,27107-01,F,DCT-TVA::Brafca/ca;Tyr/Tyr,DCT-TVA::Brafca/ca;Tyr/Tyr,2021-05-22,2022-01-05,"End date; Sacked b/c end date, no tumor noted, brain appeared normal, large amounts of lung nodules",,,,2021-05-22,RCAS myr-HA-AKT1 + RCAS Cre (CS/TT 5/22/21),,,No,,,"brain, lung, liver",No,"Brain, lung, liver",,,,Yes,228,,,,,,,,44566,44566,44338,
KC,2022-01-05,27108-03,F,DCT-TVA::Brafca/ca;Tyr/Tyr,DCT-TVA::Brafca/ca;Tyr/Tyr,2021-05-22,2022-01-05,"End date; Sacked b/c end date, no tumor noted, brain appeared normal",,,,2021-05-22,RCAS myr-HA-AKT1 + RCAS Cre (CS/TT 5/22/21),,,No,,,"brain, lung, liver",No,"Brain, lung, liver",,,,No,228,,,,,,,,44566,44566,44338,
KC,2022-01-05,27109-10,F,DCT-TVA::Brafca/ca;Tyr/Tyr,DCT-TVA::Brafca/ca;Tyr/Tyr,2021-05-22,2022-01-05,"End date; Sacked b/c end date, no tumor noted, brain appeared normal",,,,2021-05-22,RCAS myr-HA-AKT1 + RCAS Cre (CS/TT 5/22/21),,,No,,,"brain, lung, liver",No,"Brain, lung, liver",,,,No,228,,,,,,,,44566,44566,44338,
KC,2022-01-05,27112-01,M,DCT-TVA::Brafca/ca;Tyr/Tyr,DCT-TVA::Brafca/ca;Tyr/Tyr,2021-05-22,2022-01-05,"End date; Sacked b/c end date, no tumor noted, brain appeared normal, small amounts of lung nodules",,,,2021-05-22,RCAS myr-HA-AKT1 + RCAS Cre (CS/TT 5/22/21),,,No,,,"brain, lung, liver",No,"Brain, lung, liver",,,,Yes,228,,,,,,,,44566,44566,44338,
RE,2022-01-03,28203-11,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-10-12,2022-01-03,"Little Mobility in back legs; Trouble breathing; Red, sunken eyes; Extremely Underweight; Red, sunken eyes, possible blood clot on the liver, extracranial tumor, soft brain, little mobility on back legs, extremely underweight, normal lungs",,,,2021-10-13,RCAS Cre-U6sgRNA-ex2-NF1 (10/13/21 RH),,,Y,2021-12-21,,"T1, Brain, Lungs, Liver",No,"T1, Brain, Lungs, Liver",,,,,83,,,,,,,,44564,44564,44482,44551
GP,2021-12-28,25825-00,F,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrxf/f;Cas9f/f;Inkf/f,2021-11-11,2021-12-28,"Paralyzed left side; Trouble breathing; Dome head; Probable intracranial tumor; sacked for left side paralysis and trouble breathing. Frontal lobe was caved in (from tumor)? Unable to isolate tumor separately so took entire brain, as well as lungs, liver.",,,,2021-11-13,RCAS Cre-U6sgRNA-ex2-NF1 (11/13/21 RH),,,Y - domed head,,,"Brain, Lungs, Liver",No,"Brain, Lungs, Liver",,,,,47,,,,,,,,44558,44558,44513,
RE,2021-12-27,28202-10,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,2021-10-12,2021-12-27,"intracranial tumor, sacked for tumor burden. Left frontal lobe was caved in from tumor. Tumor was attached to skull. Slice of tumor was cryopreserved. Liver had blood clot, lungs looked normal.",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (RH 10/14/21),,,Y,2021-12-20,,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,,76,,,,,,,,44557,44557,44483,44550
RE,2021-12-22,28208-11,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,2021-10-12,2021-12-22,"extracranial tumor, sacked for tumor burden. Little movement, squinted eyes. Possible blood clot on the liver. 2 extra possible tumors: one close to the kindeys, the other close to the lower intestines (bladder?)",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (RH 10/14/21),,,Y,2021-12-04,,"Brain, Lungs, Liver, T1, T2, T3",No,"Brain, Lungs, Liver, T1, T2, T3",,,,,71,,,,,,,,44552,44552,44483,44534
KC,2021-12-16,28207-10,M,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,N-TVA::Ptenf/f;Atrx+/+;Cas9f/f;Inkf/f,2021-10-12,2021-12-15,"Tumor was on top of head, but did not go into the skull. The skull was intact and brain appeared normal. Lungs and Liver appeared normal",,,,2021-10-14,RCAS Cre-U6sgRNA-ex2-NF1 (RH 10/14/21),,,,,,"Brain, Lungs, Liver, T1",No,"Brain, Lungs, Liver, T1",,,,,64,,,,,,,,44546,44545,44483,
RF,2021-12-13,27632-01,F,DCT-TVA::Cas9f/f;Ptenf/f;Inkf/f,DCT-TVA::Cas9f/f;Ptenf/f;Inkf/f,2021-07-29,2021-12-13,"Brain and skull intact; Tumor, brain, lungs, liver collected; Large tumor on head",,,,,RCAS Cre-U6-sgRNA-Ex2-NF1,,,,,,"Brain, lung, tumor, liver",No,"Brain, lung, tumor, liver",,,,No,137,,,,,,,,44543,44543,"7/29/21, 7/31/21",
