vector_number,vector_name,vector_name_clean,filename
1023,pENTR-2B U6 sgRNA FUBP1 exon 2,pENTR-2B U6 sgRNA FUBP1 exon 2,1023-pENTR-2B U6 sgRNA FUBP1 exon 2.dna
1024,pENTR-2B U6 sgRNA FUBP1 exon 15,pENTR-2B U6 sgRNA FUBP1 exon 15,1024-pENTR-2B U6 sgRNA FUBP1 exon 15.dna
1025,pENTR-2B U6 sgRNA FUBP1 exon 16,pENTR-2B U6 sgRNA FUBP1 exon 16,1025-pENTR-2B U6 sgRNA FUBP1 exon 16.dna
1026,RCAS-PIK3CA p.H1047R,RCAS-PIK3CA p.H1047R,1026-RCAS-PIK3CA p.H1047R.dna
1027,RCAN pENTR-2B U6 sgRNA FUBP1 exon 1,RCAN pENTR-2B U6 sgRNA FUBP1 exon 1,1027-RCAN pENTR-2B U6 sgRNA FUBP1 exon 1.dna
1028,RCAN pENTR-2B U6 sgRNA FUBP1 exon 2,RCAN pENTR-2B U6 sgRNA FUBP1 exon 2,1028-RCAN pENTR-2B U6 sgRNA FUBP1 exon 2.dna
1029,RCAN pENTR-2B U6 sgRNA FUBP1 exon 15,RCAN pENTR-2B U6 sgRNA FUBP1 exon 15,1029-RCAN pENTR-2B U6 sgRNA FUBP1 exon 15.dna
1030,RCAN pENTR-2B U6 sgRNA FUBP1 exon 16,RCAN pENTR-2B U6 sgRNA FUBP1 exon 16,1030-RCAN pENTR-2B U6 sgRNA FUBP1 exon 16.dna
1031,RCAS Cre NF1 ex2 sgRNA,RCAS Cre NF1 ex2 sgRNA,1031-RCAS Cre NF1 ex2 sgRNA.dna
1032,ACZEGP TRE3 HA-FAK (Y397E),ACZEGP TRE3 HA-FAK (Y397E),1032-ACZEGP TRE3 HA-FAK (Y397E).dna
1033,RCAN TRE3 HA-FAK (Y397E),RCAN TRE3 HA-FAK (Y397E),1033-RCAN TRE3 HA-FAK (Y397E).dna
1034,ACZEGP TRE3 Ndel375 HA-FAK,ACZEGP TRE3 Ndel375 HA-FAK,1034-ACZEGP TRE3 Ndel375 HA-FAK.dna
1035,RCAN TRE3 Ndel375 HA-FAK,RCAN TRE3 Ndel375 HA-FAK,1035-RCAN TRE3 Ndel375 HA-FAK.dna
1036,RCAS Ndel375 HA-FAK (used #42 DV),RCAS Ndel375 HA-FAK (used #42 DV),1036-RCAS Ndel375 HA-FAK (used #42 DV).dna
1037,pCR8 HA-PIK3CA-H1047R,pCR8 HA-PIK3CA-H1047R,1037-pCR8 HA-PIK3CA-H1047R.dna
1038,RCAS HA-PIK3CA-H1047R,RCAS HA-PIK3CA-H1047R,1038-RCAS HA-PIK3CA-H1047R.dna
1039,pENTR-2B 3XFLAG-PIK3CA-H1047R,pENTR-2B 3XFLAG-PIK3CA-H1047R,1039-pENTR-2B 3XFLAG-PIK3CA-H1047R.dna
1040,RCAS 3XFLAG-PIK3CA-H1047R,RCAS 3XFLAG-PIK3CA-H1047R,1040-RCAS 3XFLAG-PIK3CA-H1047R.dna
1041,pHIV GW-compatible Luciferase-IRES-eGFP (lentivirus) (EF1a-Luc-eGFP; CMV-GW),pHIV GW-compatible Luciferase-IRES-eGFP (lentivirus) (EF1a-Luc-eGFP; CMV-GW),1041-pHIV GW-compatible Luciferase-IRES-eGFP (lentivirus) (EF1a-Luc-eGFP; CMV-GW).dna
1042,Fubp1smURFP Neo ex2 HDR FRT in pUC57,Fubp1smURFP Neo ex2 HDR FRT in pUC57,1042-Fubp1smURFP Neo ex2 HDR FRT in pUC57.dna
1043,Fubp1smURFP Neo ex15 HDR FRT in pUC57,Fubp1smURFP Neo ex15 HDR FRT in pUC57,1043-Fubp1smURFP Neo ex15 HDR FRT in pUC57.dna
1044,"FG12 HA-Ndel(375)-FAK, GFP","FG12 HA-Ndel(375)-FAK, GFP","1044-FG12 HA-Ndel(375)-FAK, GFP.dna"
1045,"FG12 HA-FAK-Y397E, GFP","FG12 HA-FAK-Y397E, GFP","1045-FG12 HA-FAK-Y397E, GFP.dna"
1046,"pDEST FG12 CMV_GW, GFP","pDEST FG12 CMV_GW, GFP","1046-pDEST FG12 CMV_GW, GFP.dna"
1047,pDest FG12-CMV Luc2 IRES GFP,pDest FG12-CMV Luc2 IRES GFP,1047-pDest FG12-CMV Luc2 IRES GFP.dna
1048,pCR8 GW-TOPO 3xFLAG-Pten (wild type),pCR8 GW-TOPO 3xFLAG-Pten (wild type),1048-pCR8 GW-TOPO 3xFLAG-Pten (wild type).dna
1049,pCR8 GW His-Pten (C124A),pCR8 GW His-Pten (C124A),1049-pCR8 GW His-Pten (C124A).dna
1050,pCR8 GW Myc-Pten (G129E),pCR8 GW Myc-Pten (G129E),1050-pCR8 GW Myc-Pten (G129E).dna
1051,"pCR8 GW V5-Pten (C124A, G129E)","pCR8 GW V5-Pten (C124A, G129E)","1051-pCR8 GW V5-Pten (C124A, G129E).dna"
1052,"FG12 CMV_3xFLAG-Pten, SV40_Luciferase-IRES-eGFP","FG12 CMV_3xFLAG-Pten, SV40_Luciferase-IRES-eGFP","1052-FG12 CMV_3xFLAG-Pten, SV40_Luciferase-IRES-eGFP.dna"
1053,"FG12 CMV_His-Pten (C124A), SV40_Luciferase-IRES-eGFP","FG12 CMV_His-Pten (C124A), SV40_Luciferase-IRES-eGFP","1053-FG12 CMV_His-Pten (C124A), SV40_Luciferase-IRES-eGFP.dna"
1054,"FG12 CMV_Myc-Pten (G129E), SV40_Luciferase-IRES-eGFP","FG12 CMV_Myc-Pten (G129E), SV40_Luciferase-IRES-eGFP","1054-FG12 CMV_Myc-Pten (G129E), SV40_Luciferase-IRES-eGFP.dna"
1055,"FG12 CMV_3xFLAG-Pten (Y138L), SV40_Luciferase-IRES-eGFP","FG12 CMV_3xFLAG-Pten (Y138L), SV40_Luciferase-IRES-eGFP","1055-FG12 CMV_3xFLAG-Pten (Y138L), SV40_Luciferase-IRES-eGFP.dna"
1056,"FG12 CMV_myr-HA-SGK1, SV40_Luciferase-IRES-eGFP","FG12 CMV_myr-HA-SGK1, SV40_Luciferase-IRES-eGFP","1056-FG12 CMV_myr-HA-SGK1, SV40_Luciferase-IRES-eGFP.dna"
1057,"FG12 CMV_myr-HA-SGK2, SV40_Luciferase-IRES-eGFP","FG12 CMV_myr-HA-SGK2, SV40_Luciferase-IRES-eGFP","1057-FG12 CMV_myr-HA-SGK2, SV40_Luciferase-IRES-eGFP.dna"
1058,"FG12 CMV_myr-HA-SGK3, SV40_Luciferase-IRES-eGFP","FG12 CMV_myr-HA-SGK3, SV40_Luciferase-IRES-eGFP","1058-FG12 CMV_myr-HA-SGK3, SV40_Luciferase-IRES-eGFP.dna"
1059,"FG12 CMV_HA-Akt1-E17K, SV40_Luciferase-IRES-eGFP","FG12 CMV_HA-Akt1-E17K, SV40_Luciferase-IRES-eGFP","1059-FG12 CMV_HA-Akt1-E17K, SV40_Luciferase-IRES-eGFP.dna"
1060,"FG12 CMV_HA-Ndel(375)-FAK, SV40_Luciferase-IRES-eGFP","FG12 CMV_HA-Ndel(375)-FAK, SV40_Luciferase-IRES-eGFP","1060-FG12 CMV_HA-Ndel(375)-FAK, SV40_Luciferase-IRES-eGFP.dna"
1061,pCR8 myr-deltaPH-Akt1,pCR8 myr-deltaPH-Akt1,1061-pCR8 myr-deltaPH-Akt1.dna
1062,RCAS myr-deltaPH-Akt1,RCAS myr-deltaPH-Akt1,1062-RCAS myr-deltaPH-Akt1.dna
1063,pCR8 myr-deltaPH-Akt1-K179M,pCR8 myr-deltaPH-Akt1-K179M,1063-pCR8 myr-deltaPH-Akt1-K179M.dna
1064,RCAS myr-deltaPH-Akt1-K179M,RCAS myr-deltaPH-Akt1-K179M,1064-RCAS myr-deltaPH-Akt1-K179M.dna
1065,pCR8 myr-HA-Akt1-T308A,pCR8 myr-HA-Akt1-T308A,1065-pCR8 myr-HA-Akt1-T308A.dna
1066,RCAS myr-HA-Akt1-T308A,RCAS myr-HA-Akt1-T308A,1066-RCAS myr-HA-Akt1-T308A.dna
1067,pCR8 myr-HA-Akt1-S473A,pCR8 myr-HA-Akt1-S473A,1067-pCR8 myr-HA-Akt1-S473A.dna
1068,RCAS myr-HA-Akt1-S473A,RCAS myr-HA-Akt1-S473A,1068-RCAS myr-HA-Akt1-S473A.dna
1069,pCR8 myr-HA-Akt1-T308D,pCR8 myr-HA-Akt1-T308D,1069-pCR8 myr-HA-Akt1-T308D.dna
1070,RCAS myr-HA-Akt1-T308D,RCAS myr-HA-Akt1-T308D,1070-RCAS myr-HA-Akt1-T308D.dna
1071,pCR8 myr-HA-Akt1-S473D,pCR8 myr-HA-Akt1-S473D,1071-pCR8 myr-HA-Akt1-S473D.dna
1072,RCAS myr-HA-Akt1-S473D,RCAS myr-HA-Akt1-S473D,1072-RCAS myr-HA-Akt1-S473D.dna
1073,"pCR8 myr-HA-Akt1-T308A, S473A","pCR8 myr-HA-Akt1-T308A, S473A","1073-pCR8 myr-HA-Akt1-T308A, S473A.dna"
1074,"RCAS myr-HA-Akt1-T308A, S473A","RCAS myr-HA-Akt1-T308A, S473A","1074-RCAS myr-HA-Akt1-T308A, S473A.dna"
1075,"pCR8 myr-HA-Akt1-T308A, S473D","pCR8 myr-HA-Akt1-T308A, S473D","1075-pCR8 myr-HA-Akt1-T308A, S473D.dna"
1076,"RCAS myr-HA-Akt1-T308A, S473D","RCAS myr-HA-Akt1-T308A, S473D","1076-RCAS myr-HA-Akt1-T308A, S473D.dna"
1077,"pCR8 myr-HA-Akt1-T308D, S473A","pCR8 myr-HA-Akt1-T308D, S473A","1077-pCR8 myr-HA-Akt1-T308D, S473A.dna"
1078,"RCAS myr-HA-Akt1-T308D, S473A","RCAS myr-HA-Akt1-T308D, S473A","1078-RCAS myr-HA-Akt1-T308D, S473A.dna"
1079,"pCR8 myr-HA-Akt1-T308D, S473D","pCR8 myr-HA-Akt1-T308D, S473D","1079-pCR8 myr-HA-Akt1-T308D, S473D.dna"
1080,"RCAS myr-HA-Akt1-T308D, S473D","RCAS myr-HA-Akt1-T308D, S473D","1080-RCAS myr-HA-Akt1-T308D, S473D.dna"
1081,pCR8 GW TOPO HA-FAK(K454R),pCR8 GW TOPO HA-FAK(K454R),1081-pCR8 GW TOPO HA-FAK(K454R).dna
1082,"FG12 CMV_HA-FAK(WT), SV40_Luciferase-IRES-eGFP","FG12 CMV_HA-FAK(WT), SV40_Luciferase-IRES-eGFP","1082-FG12 CMV_HA-FAK(WT), SV40_Luciferase-IRES-eGFP.dna"
1083,"FG12 CMV_HA-FAK(Y397E), SV40_Luciferase-IRES-eGFP","FG12 CMV_HA-FAK(Y397E), SV40_Luciferase-IRES-eGFP","1083-FG12 CMV_HA-FAK(Y397E), SV40_Luciferase-IRES-eGFP.dna"
1084,"FG12 CMV_HA-FAK(K454R), SV40_Luciferase-IRES-eGFP","FG12 CMV_HA-FAK(K454R), SV40_Luciferase-IRES-eGFP","1084-FG12 CMV_HA-FAK(K454R), SV40_Luciferase-IRES-eGFP.dna"
1085,pCR8 GW 3xFLAG-Pten (Y138L),pCR8 GW 3xFLAG-Pten (Y138L),1085-pCR8 GW 3xFLAG-Pten (Y138L).dna
1086,"FG12 CMV_NCAM1(no tag), SV40_Luciferase-IRES-eGFP","FG12 CMV_NCAM1(no tag), SV40_Luciferase-IRES-eGFP","1086-FG12 CMV_NCAM1(no tag), SV40_Luciferase-IRES-eGFP.dna"
1087,NA,NA,1087-NA.dna
1088,pDONR223_SGK1 (WT),pDONR223_SGK1 (WT),1088-pDONR223_SGK1 (WT).dna
1089,pDONR223_SGK3 (WT),pDONR223_SGK3 (WT),1089-pDONR223_SGK3 (WT).dna
1090,"FG12 CMV_SGK1, SV40_Luciferase-IRES-eGFP (WT)","FG12 CMV_SGK1, SV40_Luciferase-IRES-eGFP (WT)","1090-FG12 CMV_SGK1, SV40_Luciferase-IRES-eGFP (WT).dna"
1091,"FG12 CMV_SGK3, SV40_Luciferase-IRES-eGFP (WT)","FG12 CMV_SGK3, SV40_Luciferase-IRES-eGFP (WT)","1091-FG12 CMV_SGK3, SV40_Luciferase-IRES-eGFP (WT).dna"
1092,pDONR221-myr-HA-SGK1-K127M,pDONR221-myr-HA-SGK1-K127M,1092-pDONR221-myr-HA-SGK1-K127M.dna
1093,"FG12 CMV_myr-HA-SGK1-K127M, SV40_Luciferase-IRES-eGFP","FG12 CMV_myr-HA-SGK1-K127M, SV40_Luciferase-IRES-eGFP","1093-FG12 CMV_myr-HA-SGK1-K127M, SV40_Luciferase-IRES-eGFP.dna"
1094,pDONR221-myr-HA-SGK3-K191M,pDONR221-myr-HA-SGK3-K191M,1094-pDONR221-myr-HA-SGK3-K191M.dna
1095,FG12 CMV_myr-HA-SGK3-K191M SV40_Luciferase-IRES-eGFP,FG12 CMV_myr-HA-SGK3-K191M SV40_Luciferase-IRES-eGFP,1095-FG12 CMV_myr-HA-SGK3-K191M SV40_Luciferase-IRES-eGFP.dna
1096,RCAS-Y-3x-FLAG-PTEN(wt)-EC-clone2,RCAS-Y-3x-FLAG-PTEN(wt)-EC-clone2,1096-RCAS-Y-3x-FLAG-PTEN(wt)-EC-clone2.dna
1097,NA,NA,1097-NA.dna
1098,NA,NA,1098-NA.dna
1099,NA,NA,1099-NA.dna
1101,pENTR 2B Cre U6 Sapl,pENTR 2B Cre U6 Sapl,1101-pENTR 2B Cre U6 Sapl.dna
1102,pENTRDsRedEx2,pENTRDsRedEx2,1102-pENTRDsRedEx2.dna
1103,RCAS-DsRedEx2,RCAS-DsRedEx2,1103-RCAS-DsRedEx2.dna
1104,pENTR221_NCAM1 (No Stop Codon),pENTR221_NCAM1 (No Stop Codon),1104-pENTR221_NCAM1 (No Stop Codon).dna
1105,pENTR221_NRCAM (No Stop Codon),pENTR221_NRCAM (No Stop Codon),1105-pENTR221_NRCAM (No Stop Codon).dna
1106,pENTR221_NELL1 (No Stop Codon),pENTR221_NELL1 (No Stop Codon),1106-pENTR221_NELL1 (No Stop Codon).dna
1107,pENTR221_TIMP1 (No Stop Codon),pENTR221_TIMP1 (No Stop Codon),1107-pENTR221_TIMP1 (No Stop Codon).dna
1108,RCAS Y DV CHA-NCAM1 (from Plasmid #50),RCAS Y DV CHA-NCAM1 (from Plasmid #50),1108-RCAS Y DV CHA-NCAM1 (from Plasmid #50).dna
1109,RCASBP(A)-Cre,RCASBP(A)-Cre,1109-RCASBP(A)-Cre.dna
1110,RCAS-GFP,RCAS-GFP,1110-RCAS-GFP.dna
1111,RCAS-BRAF(KD)-P2A-Cre,RCAS-BRAF(KD)-P2A-Cre,1111-RCAS-BRAF(KD)-P2A-Cre.dna
1112,pMK-HA-BRAF(KD)-VE-p2A-Cre,pMK-HA-BRAF(KD)-VE-p2A-Cre,1112-pMK-HA-BRAF(KD)-VE-p2A-Cre.dna
1113,RCAS NELL1,RCAS NELL1,1113-RCAS NELL1.dna
